CarName,CarYear,CarModel,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
Nissan Note,2019,1.2 e-POWER Autech,1.2,79 ,гибрид,АКПП,передний,55,1060000,,0,0,1,0,0
Лада Гранта,2012,1.6 MT Стандарт,1.6,82 ,бензин,механика,передний,192,265000,,0,0,1,0,0
Toyota Avensis,2005,,1.8,129,бензин,механика,передний,298,645000,,0,0,1,0,0
Honda Civic,1999,,1.3,91 ,бензин,механика,передний,300,230000,,0,0,1,0,0
Toyota Vista,1994,2.0 Etoile,2.0,140,бензин,АКПП,передний,222,275000,,1,0,0,0,0
Honda Civic,2002,1.5 G,1.5,115,бензин,АКПП,передний,270,320000,,0,0,1,0,0
Nissan Wingroad,1999,1.5 LE,1.5,105,бензин,АКПП,передний,1,130000,,0,0,0,0,0
Лада 2111,2005,1.6i MT Норма,1.6,82 ,бензин,механика,передний,"168,зеленый",120000,,0,0,0,0,0
Toyota Corona,1994,,2.0,140,бензин,АКПП,передний,260,249000,,1,0,0,0,0
Toyota Land Cruiser,2011,4.5 TD AT Люкс,4.5,235,дизель,АКПП,4WD,113,3800000,,0,0,1,0,0
Лада Приора,2009,1.6 MT Люкс 21713-01-018,1.6,98 ,бензин,механика,передний,161,330000,,1,0,0,0,0
Opel Corsa,2008,1.2 ATM Cosmo 5dr.,1.2,80 ,бензин,робот,передний,191,370000,,0,0,1,0,0
Nissan X-Trail,2016,2.0 CVT 4WD LE+,2.0,144,бензин,вариатор,4WD,125,1650000,,0,0,1,0,0
Nissan March,1998,,1.0,58 ,бензин,АКПП,передний,1,147000,,0,0,1,0,0
Toyota Windom,2000,,3.0,215,бензин,АКПП,передний,382,535000,,0,0,1,0,0
Kia Sportage,2019,2.0 AT 4WD Comfort,2.0,150,бензин,АКПП,4WD,52,2340000,,0,0,1,0,0
Toyota Vista Ardeo,2000,2.0 200 S Selection,2.0,145,бензин,АКПП,передний,227,459000,,1,0,0,0,0
Toyota Camry,1991,,1.8,115,бензин,АКПП,передний,281,189000,,1,0,0,0,0
Лада 1111 Ока,2004,0.6 MT 11113,0.6,33 ,бензин,механика,передний,58,100000,,0,0,1,0,0
Toyota Camry,2007,2.4 AT Prestige,2.4,167,бензин,АКПП,передний,251,1067000,,1,0,0,0,0
Honda Accord,2007,2.4 type S,2.4,200,бензин,АКПП,передний,253,550000,,0,0,0,0,0
Suzuki Grand Vitara XL-7,2002,2.7 4WD AT Limited 7-seats,2.7,183,бензин,АКПП,4WD,1,800000,,1,0,0,0,0
SsangYong Actyon,2012,2.0 MT 4WD Original,2.0,149,бензин,механика,4WD,213,750000,,0,0,1,0,0
Infiniti FX37,2010,3.7 AT AWD Elite,3.7,333,бензин,АКПП,4WD,260,1710000,,0,0,1,0,0
Toyota Corolla,2003,1.5 G,1.5,109,бензин,АКПП,передний,100,455000,,0,0,1,0,0
Toyota Corona,1992,,2.0,135,бензин,механика,4WD,512,320000,,1,0,0,0,0
Subaru Forester,1997,2.0 S/tb,2.0,250,бензин,механика,4WD,239,520000,,1,0,0,0,0
Volkswagen Touran,2004,,1.6,115,бензин,АКПП,передний,250,350000,,0,0,0,0,0
Honda Airwave,2006,1.5 G,1.5,110,бензин,вариатор,передний,141,650000,,1,0,0,0,0
Mazda Axela,2011,1.5 15C,1.5,111,бензин,вариатор,передний,90,875000,,0,0,1,0,0
Honda Insight,2009,1.3 G,1.3,88 ,гибрид,вариатор,передний,1,680000,,0,0,1,0,0
Nissan Note,2019,1.2 e-POWER Medalist,1.2,79 ,гибрид,АКПП,передний,13,1195000,,0,0,1,0,0
Toyota Camry,1992,,1.8,114,бензин,автомат,передний,199,125000,,0,0,1,0,0
Skoda Octavia,2012,1.8 TSI AT Ambition,1.8,152,бензин,АКПП,передний,160,750000,,0,1,0,0,0
Лада 4x4 2121 Нива,2021,1.7 MT Luxe,1.7,83 ,бензин,механика,4WD,10,795000,,0,1,0,0,0
Honda Civic,2007,1.8 AT Elegance,1.8,140,бензин,АКПП,передний,294,649000,,1,0,0,0,0
Toyota Highlander,2004,2.4 AT Limited,2.4,160,бензин,АКПП,передний,198,950000,,0,0,1,0,0
Honda Fit,2009,1.5 RS,1.5,120,бензин,вариатор,передний,150,765000,,0,0,1,0,0
Toyota Highlander,2014,3.5 AT 4WD Престиж,3.5,249,бензин,АКПП,4WD,157,2999999,,0,0,1,0,0
Mitsubishi Lancer,2007,,1.5,109,бензин,АКПП,передний,205,590000,,0,0,1,0,0
Toyota Corona,1994,,1.6,100,бензин,автомат,передний,199,59000,,0,0,0,1,0
Lexus GX470,2008,,4.7,235,бензин,автомат,4WD,240,2650000,,1,0,0,0,0
Toyota Auris,2008,1.5 150X M package,1.5,110,бензин,вариатор,передний,241,710000,,1,0,0,0,0
Toyota Vista,1995,,1.8,125,бензин,АКПП,передний,265,315000,,1,0,0,0,0
Toyota Carina,1998,1.8 Si,1.8,115,бензин,АКПП,передний,430,380000,,1,0,0,0,0
Mitsubishi Outlander,2011,2.4 CVT Intense,2.4,170,бензин,вариатор,4WD,219,1263000,,0,0,1,0,0
Лада 2115 Самара,2007,1.6 MT 21154-20-010,1.6,81 ,бензин,механика,передний,153,175000,,1,0,0,0,0
Лада 2104,2012,1.6 MT 21041,1.6,74 ,бензин,механика,задний,86,155000,,0,0,0,0,0
Лада 2111,1998,1.5 MT Норма,1.5,72 ,бензин,механика,передний,298,57000,,0,0,0,0,0
Toyota Land Cruiser Prado,2007,,2.7,175,бензин,автомат,4WD,161,1950000,,0,0,1,0,0
Toyota Corolla,2011,,1.6,124,бензин,АКПП,передний,287,950000,,0,0,1,0,0
Toyota Mark II,1996,,2.0,140,бензин,АКПП,задний,200,287000,,0,0,0,1,0
Mitsubishi Lancer,2007,,2.0,150,бензин,механика,передний,250,515000,,0,1,0,0,0
Toyota Esquire,2015,1.8 Hybrid Gi (7 Seater),1.8,99 ,гибрид,вариатор,передний,137,1600000,,0,0,1,0,0
Subaru Forester,2000,2.0 C/20 4WD,2.0,137,бензин,АКПП,4WD,100,435000,,0,0,1,0,0
Hyundai Creta,2018,1.6 AT Limited Edition,1.6,123,бензин,АКПП,передний,78,1560000,,0,0,1,0,0
Nissan Cube,2001,,1.3,85 ,бензин,АКПП,передний,175,197000,,0,0,1,0,0
Hyundai Solaris,2019,,1.6,123,бензин,АКПП,передний,66,1370000,,0,0,1,0,0
Kia Sportage,2017,,2.0,150,бензин,АКПП,4WD,134,1699000,,0,0,1,0,0
Mitsubishi RVR,1998,1.8 X2 (4 Seater),1.8,140,бензин,АКПП,4WD,286,210000,,0,0,1,0,0
Лада 2105,2002,1.5 MT5 21053,1.5,71 ,бензин,механика,задний,75,60000,,0,1,0,0,0
Nissan Avenir,2001,,1.8,125,бензин,АКПП,передний,310,200000,,0,0,0,0,0
Audi A6,2015,2.0 TFSI quattro S tronic Sport,2.0,249,бензин,робот,4WD,115,2590000,,1,0,0,0,0
Toyota Sprinter,1992,,1.5,105,бензин,механика,передний,470,115000,,0,0,0,0,0
Chevrolet Niva,2011,1.7 MT GLC,1.7,80 ,бензин,механика,4WD,155,465000,,0,0,1,0,0
Hyundai Solaris,2011,,1.6,123,бензин,механика,передний,236,565000,,0,0,1,0,0
Toyota Vista,1995,1.8 Alpha X,1.8,125,бензин,АКПП,передний,1,287000,,0,0,0,1,0
Toyota Land Cruiser Prado,2014,2.7 AT Стандарт,2.7,163,бензин,АКПП,4WD,108,3200000,,0,0,1,0,0
Toyota Wish,2010,1.8 S,1.8,144,бензин,вариатор,передний,152,1080000,,0,0,1,0,0
Toyota Land Cruiser,2014,4.5 TD AT Люкс (7 мест),4.5,235,дизель,АКПП,4WD,167,4100000,,0,0,1,0,0
Toyota Raize,2019,1.0 Z,1.0,98 ,бензин,вариатор,передний,28,1670000,,0,0,1,0,0
Suzuki SX4,2008,,1.6,107,бензин,механика,4WD,168,699000,,1,0,0,0,0
Mitsubishi Lancer Cedia,2002,1.5 Saloon,1.5,100,бензин,вариатор,передний,382,282000,,0,0,1,0,0
Toyota Carina,1997,1.5 Ti E package,1.5,100,бензин,АКПП,передний,300,300000,,0,0,1,0,0
Лада 2110,1999,1.5 MT 2110,1.5,70 ,бензин,механика,передний,100,85000,,0,0,1,0,0
Toyota Corolla Fielder,2002,1.8 S,1.8,136,бензин,АКПП,передний,305,460000,,0,0,1,0,0
Mitsubishi Lancer,2008,1.8 CVT Instyle,1.8,143,бензин,вариатор,передний,173,650000,,0,0,1,0,0
Nissan X-Trail,2007,2.5 CVT SE,2.5,169,бензин,вариатор,4WD,184,997000,,0,0,1,0,0
Toyota Carina,1997,1.5 Ti,1.5,100,бензин,АКПП,передний,261,300000,,0,0,1,0,0
Nissan Tiida Latio,2006,,1.5,109,бензин,АКПП,передний,230,495000,,1,0,0,0,0
Toyota Corolla Spacio,1997,1.6 G package (4 Seater),1.6,110,бензин,АКПП,передний,300,335000,,0,0,1,0,0
Mitsubishi Pajero,2006,3.8 AT Ultimate,3.8,250,бензин,АКПП,4WD,216,1255000,,0,0,1,0,0
Ford Focus,2012,1.6 MT Titanium,1.6,125,бензин,механика,передний,86,735000,,0,0,1,0,0
Hyundai Solaris,2011,1.4 MT Classic,1.4,107,бензин,механика,передний,63,695000,,0,0,1,0,0
BMW X6,2011,xDrive 35i AT,xDr,306,бензин,АКПП,4WD,205,1855000,,0,0,1,0,0
Toyota Caldina,1999,2.0 E,2.0,140,бензин,АКПП,передний,350,299999,,0,1,0,0,0
Лада 2111,2000,1.5 MT Стандарт,1.5,72 ,бензин,механика,передний,136,144999,,1,0,0,0,0
Mitsubishi Lancer,2007,1.5 MT Invite+,1.5,109,бензин,механика,передний,153,620000,,0,0,1,0,0
Nissan Sunny,2000,,1.5,105,бензин,АКПП,передний,400,240000,,1,0,0,0,0
Mitsubishi Pajero,2011,3.0 AT Ultimate,3.0,178,бензин,АКПП,4WD,196,1525000,,0,1,0,0,0
Nissan AD,2014,1.5 VE,1.5,111,бензин,вариатор,передний,172,569000,,0,0,1,0,0
Toyota Hilux,2014,,3.0,171,дизель,АКПП,4WD,130,2300000,,0,0,1,0,0
Toyota Corolla,1999,1.6 SE saloon,1.6,110,бензин,АКПП,4WD,273,300000,,1,0,0,0,0
Toyota Prius,2007,1.5h,1.5,76 ,гибрид,вариатор,передний,77,650000,,0,0,1,0,0
Nissan X-Trail,2008,2.5 CVT LE,2.5,169,бензин,вариатор,4WD,230,1030000,,1,0,0,0,0
Toyota Mark II,1994,,2.5,200,бензин,автомат,задний,250,298000,,0,1,0,0,0
Лада 2114 Самара,2007,1.6 MT 21144-22-010,1.6,81 ,бензин,механика,передний,243,186000,,1,0,0,0,0
Toyota Ipsum,1996,,2.0,135,бензин,АКПП,передний,300,395000,,0,0,1,0,0
Toyota Corona,1992,,1.8,125,бензин,АКПП,передний,250,137000,,0,1,0,0,0
Suzuki SX4,2011,1.6 AT GLX,1.6,112,бензин,АКПП,передний,123,950000,,1,0,0,0,0
Nissan Tiida,2007,1.6 AT Elegance,1.6,110,бензин,АКПП,передний,233,570000,,0,0,1,0,0
Porsche Cayenne,2016,3.0 Tiptronic Diesel,3.0,245,дизель,АКПП,4WD,138,5100000,,0,0,1,0,0
Hyundai Santa Fe,2012,2.4 AT 4WD Sport,2.4,175,бензин,АКПП,4WD,240,1450000,,0,0,1,0,0
Лада 2110,2005,1.6i MT 21104,1.6,89 ,бензин,механика,передний,200,145000,,0,0,1,0,0
Nissan Primera,2004,1.8 MT Elegance,1.8,116,бензин,механика,передний,362,320000,,0,0,0,0,0
Лада Гранта,2014,1.6 MT Люкс,1.6,106,бензин,механика,передний,138,330000,,0,1,0,0,0
Toyota Corolla,2001,,1.3,88 ,бензин,АКПП,передний,268,415000,,0,0,1,0,0
Lexus NX300,2018,,2.0,238,бензин,автомат,передний,95,2800000,,0,0,1,0,0
Hyundai Santa Fe,2023,2.5 AT 4WD Prestige 7 мест,2.5,180,бензин,АКПП,4WD,0,4449000,,0,0,0,0,0
Toyota Land Cruiser Prado,2007,4.0 ,4.0,.0 ,бензин,АКПП,4WD,205,1909000,,0,0,1,0,0
Lifan X60,2014,1.8 MT Luxury,1.8,128,бензин,механика,передний,91,660000,,0,0,1,0,0
Mitsubishi Eclipse Cross,2019,,1.5,150,бензин,вариатор,4WD,74,1970000,,0,0,1,0,0
Nissan X-Trail,2002,2.0 AT Luxury,2.0,140,бензин,АКПП,4WD,250,399999,,0,1,0,0,0
Subaru Forester,2010,2.0X AT Comfort,2.0,150,бензин,АКПП,4WD,162,915000,,0,1,0,0,0
Honda CR-V,2008,2.4 AT 4WD EX,2.4,166,бензин,АКПП,4WD,260,1235000,,1,0,0,0,0
Лада 4x4 Урбан,2017,1.7 MT Люкс 3 дв.,1.7,83 ,бензин,механика,4WD,40,680000,,0,0,1,0,0
Lifan Solano,2015,,1.6,106,бензин,механика,передний,181,440000,,0,0,1,0,0
Nissan Qashqai,2014,2.0 CVT 4WD LE+,2.0,144,бензин,вариатор,4WD,185,1450000,,0,0,1,0,0
Honda CR-V,2004,2.0 AT ,2.0,я к,бензин,АКПП,4WD,383,765000,,0,0,1,0,0
Toyota Land Cruiser Prado,2015,,3.0,173,дизель,АКПП,4WD,190,3300000,,0,0,1,0,0
Nissan Patrol,2012,5.6 AT 4WD Top,5.6,405,бензин,АКПП,4WD,205,1750000,,0,1,0,0,0
Ford Laser,2001,1.6 AT Laser LXi,1.6,101,бензин,АКПП,передний,260,110000,,0,0,0,0,0
Haval F7,2022,2.0 SAT 4WD Premium,2.0,190,бензин,робот,4WD,0,2750000,,0,0,0,0,0
Лада 2109,2004,,1.5,78 ,бензин,механика,передний,90,75000,,0,0,0,0,0
Hyundai Santa Fe,2018,2.0 R VGT 4WD AT Premium 5 seats,2.0,186,дизель,АКПП,4WD,75,2550000,,0,0,1,0,0
Toyota Vitz,2017,,1.3,95 ,бензин,вариатор,4WD,57,949000,,0,0,1,0,0
Nissan Leaf,2015,,109,"., ",,,[],,829000,,0,0,1,0,0
Chevrolet Niva,2010,,1.7,80 ,бензин,механика,4WD,199,399000,,0,0,1,0,0
Toyota Land Cruiser,2008,,4.5,235,дизель,АКПП,4WD,179,2449000,,0,0,1,0,0
Skoda Octavia,2014,,1.4,140,бензин,робот,передний,127,879000,,0,0,1,0,0
Mazda Mazda6,2011,,1.8,120,бензин,механика,передний,172,679000,,0,1,0,0,0
Toyota RAV4,2007,2.4 AT Sol,2.4,170,бензин,АКПП,4WD,250,899000,,0,0,1,0,0
Mazda Mazda6,2007,,2.0,147,бензин,механика,передний,169,629000,,0,0,0,0,0
Mitsubishi Pajero Sport,2012,,2.5,178,дизель,АКПП,4WD,168,1579000,,0,0,1,0,0
Nissan Qashqai,2010,,2.0,141,бензин,вариатор,передний,250,929000,,0,0,1,0,0
Mitsubishi Lancer,2011,,1.5,109,бензин,механика,передний,182,679000,,0,0,1,0,0
Mitsubishi Pajero,2006,,3.0,180,бензин,автомат,4WD,120,879000,,0,0,0,0,0
Kia Rio,2015,,1.4,107,бензин,АКПП,передний,81,939000,,0,0,1,0,0
Nissan Note,2019,,1.2,79 ,гибрид,АКПП,передний,57,1129000,,0,0,1,0,0
Mitsubishi Lancer,2006,,1.6,98 ,бензин,АКПП,передний,198,399000,,0,0,1,0,0
Nissan Murano,2006,,3.5,234,бензин,вариатор,4WD,243,589000,,0,0,1,0,0
Chevrolet Captiva,2014,,2.4,167,бензин,АКПП,4WD,140,1329000,,0,0,1,0,0
Kia Rio,2021,,1.6,123,бензин,АКПП,передний,8,1779000,,0,0,1,0,0
Hyundai Solaris,2017,,1.4,100,бензин,механика,передний,148,829000,,0,1,0,0,0
Subaru Legacy,2011,,2.5,167,бензин,вариатор,4WD,217,999000,,0,1,0,0,0
Лада Приора,2017,,1.6,106,бензин,механика,передний,138,619000,,0,0,1,0,0
Toyota Mark II,1995,,2.5,280,бензин,механика,задний,250,599000,,0,0,0,0,0
Kia Sorento,2018,2.0 VGT AT 4WD Prestige 5 seats,2.0,186,дизель,АКПП,4WD,71,2550000,,0,0,1,0,0
Mercedes-Benz E-Class,2017,E 200 Sport Plus,E 2,184,бензин,АКПП,задний,183,3050000,,0,0,0,0,0
Kia Rio,2014,1.6 AT Prestige,1.6,123,бензин,АКПП,передний,118,849000,,0,0,1,0,0
Honda Freed,2013,1.5 Just Selection+ (6-Seater),1.5,88 ,гибрид,вариатор,передний,96,1115000,,0,0,1,0,0
Лада 2110,1998,,1.5,92 ,бензин,механика,передний,124,68000,,0,1,0,0,0
Hyundai Elantra,2011,1.6 AT Comfort,1.6,132,бензин,АКПП,передний,181,839999,,0,0,1,0,0
Honda Accord,2008,2.0 AT,2.0,156,бензин,АКПП,передний,207,812000,,0,0,1,0,0
Toyota Land Cruiser,2022,3.3D AT Комфорт+,3.3,299,дизель,АКПП,4WD,0,11690000,,0,0,0,0,0
Honda Stepwgn,2003,2.0 G S package,2.0,160,бензин,АКПП,4WD,425,840000,,1,0,0,0,0
Hyundai ix35,2013,2.0 AT 4WD Comfort+Navi,2.0,150,бензин,АКПП,4WD,170,1300000,,0,0,1,0,0
Nissan Sunny,1999,1.5 EX saloon,1.5,105,бензин,АКПП,передний,250,250000,,1,0,0,0,0
BMW X5,2012,xDrive 30d AT,xDr,245,дизель,АКПП,4WD,285,2050000,,0,0,1,0,0
Toyota Mark X Zio,2007,2.4 240,2.4,163,бензин,вариатор,передний,219,900000,,0,0,0,0,0
Лада Калина,2014,1.6 MT Норма,1.6,87 ,бензин,механика,передний,125,385000,,0,0,1,0,0
Toyota ist,2002,1.3 F E edition,1.3,87 ,бензин,АКПП,передний,190,447000,,0,0,1,0,0
Subaru Forester,2000,,2.0,137,бензин,АКПП,4WD,450,275000,,0,0,0,0,0
Toyota Corolla Runx,2003,1.8 S,1.8,132,бензин,АКПП,передний,329,475000,,0,0,1,0,0
Citroen C3,2010,,1.6,120,бензин,АКПП,передний,"222,черный",200000,,0,0,0,0,0
Лада 2115 Самара,2005,1.5i MT Базовая,1.5,76 ,бензин,механика,передний,178,149000,,1,0,0,0,0
Hyundai Santa Fe,2005,,2.4,145,бензин,механика,4WD,70,950000,,1,0,0,0,0
Honda CR-V,1999,2.0 Fullmark Navio,2.0,150,бензин,АКПП,4WD,200,429000,,0,0,1,0,0
Renault Megane,2003,1.6 MT,1.6,107,бензин,механика,передний,260,160000,,0,0,0,0,0
Лада 2114 Самара,2008,1.6 MT 21144-20-010,1.6,81 ,бензин,механика,передний,185,190000,,1,0,0,0,0
Nissan Juke,2014,1.6T CVT 4WD SE+ Active,1.6,190,бензин,вариатор,4WD,113,980000,,0,1,0,0,0
Toyota Corolla,2011,1.6 AT Prestige,1.6,124,бензин,АКПП,передний,191,950000,,0,0,1,0,0
Nissan Qashqai,2011,1.6 MT SE+,1.6,114,бензин,механика,передний,160,1000000,,0,0,1,0,0
Renault Logan,2011,,1.4,75 ,бензин,механика,передний,164,350000,,0,0,1,0,0
Mazda Familia,1989,,1.8,135,бензин,механика,передний,273,90000,,0,0,0,0,0
Volkswagen Jetta,2000,2.0 AT GLS,2.0,115,бензин,АКПП,передний,338,400000,,0,0,0,0,0
Лада 4x4 2121 Нива,2018,,1.7,83 ,бензин,механика,4WD,88,630000,,0,0,1,0,0
Hyundai Elantra,1997,1.8 AT GLS,1.8,130,бензин,АКПП,передний,299,370000,,0,0,0,0,0
Nissan Expert,2001,1.8 L-G,1.8,125,бензин,АКПП,передний,187,360000,,1,0,0,0,0
Mitsubishi Pajero,2004,3.5 GDI AT GLS S6D,3.5,202,бензин,АКПП,4WD,291,755000,,0,0,0,0,0
Chevrolet Captiva,2007,,3.2,230,бензин,АКПП,4WD,253,785000,,0,0,1,0,0
Toyota Ipsum,2001,2.4 240s (7 seater),2.4,160,бензин,АКПП,передний,270,630000,,0,0,1,0,0
Chevrolet Lanos,2007,1.5 MT SX,1.5,86 ,бензин,механика,передний,1,190000,,1,0,0,0,0
Lexus LX570,2010,,5.7,367,бензин,АКПП,4WD,227,3450000,,0,0,1,0,0
Toyota Corolla,2003,,1.6,110,бензин,механика,передний,228,385000,,0,0,0,0,0
ГАЗ 31029 Волга,1994,2.4 MT,2.4,100,бензин,механика,задний,224,49000,,0,0,0,0,0
Toyota Mark II Wagon Qualis,1998,,2.2,140,бензин,АКПП,передний,250,395000,,0,0,1,0,0
Kia Rio X (X-Line),2020,1.6 AT Comfort,1.6,123,бензин,АКПП,передний,140,1250000,,0,0,1,0,0
BMW 3-Series,2008,,2.8,234,бензин,автомат,задний,294,950000,,0,0,1,0,0
Volvo XC60,2008,,2.4,185,дизель,АКПП,4WD,124,1250000,,0,0,0,0,0
Mercedes-Benz A-Class,1999,,1.6,102,бензин,АКПП,передний,10,120000,,0,0,0,0,0
Toyota Camry,1995,1.8 Lumiere,1.8,125,бензин,АКПП,передний,327,271500,,1,0,0,0,0
Toyota Corolla,2009,1.6 AT Comfort Plus,1.6,124,бензин,АКПП,передний,223,790000,,0,0,1,0,0
Лада Веста Кросс,2019,1.8 AMT Luxe + пакет Multimedia,1.8,122,бензин,робот,передний,86,1075000,,0,0,1,0,0
Nissan Wingroad,2002,,1.5,105,бензин,АКПП,передний,"400,серый",380000,,1,0,0,0,0
Hyundai ix35,2011,2.0 AT 4WD Prestige,2.0,150,бензин,АКПП,4WD,205,1160000,,0,0,1,0,0
Toyota Vista,2000,,2.0,140,бензин,автомат,передний,210,400000,,0,0,1,0,0
Toyota Carina E,1997,1.8 MT XLi,1.8,107,бензин,механика,передний,300,268000,,1,0,0,0,0
Chery Fora A21,2007,2.0 MT,2.0,128,бензин,механика,передний,307,210000,,0,0,1,0,0
Mercedes-Benz S-Class,1996,,3.0,177,дизель,автомат,задний,353,730000,,0,0,1,0,0
Lifan X60,2016,1.8 CVT Luxury,1.8,128,бензин,вариатор,передний,101,850000,,1,0,0,0,0
Лада 21099,2001,,1.5,70 ,бензин,механика,передний,78,68000,,0,0,0,0,0
